expiry_date;reference_id;control_timestamp;allee
2022-01-07;3041091289759;2021-04-13 09:12:45.267+00;R14 bebe sale BIO
2023-01-11;3288131510576;2021-04-13 09:13:08.678+00;R14 bebe sale BIO
2022-12-09;3288131510545;2021-04-13 09:13:52.332+00;R14 bebe sale BIO
2024-01-12;3288131510552;2021-04-13 09:14:29.73+00;R14 bebe sale BIO
2022-02-18;3760269312715;2021-06-09 09:32:36.543+00;R14 bebe sale BIO
2022-01-15;3760269312555;2021-06-09 09:32:57.082+00;R14 bebe sale BIO
2022-03-23;3760269312562;2021-06-09 09:33:16.727+00;R14 bebe sale BIO
2022-02-18;3760269312685;2021-06-09 09:33:40.221+00;R14 bebe sale BIO
2022-02-16;3760269312708;2021-06-09 09:33:52.667+00;R14 bebe sale BIO
2022-09-09;4062300410244;2021-06-09 09:34:33.525+00;R14 bebe sale BIO
2022-01-25;3760269310599;2021-06-01 06:44:42.47+00;R14 bebe sale BIO
2022-05-28;3770007731043;2021-07-15 09:28:37.439+00;R14 bebe sale BIO
2022-05-28;3770007731005;2021-07-15 09:31:37.847+00;R14 bebe sale BIO
2022-05-29;3770007731067;2021-07-15 09:33:54.99+00;R14 bebe sale BIO
2021-11-24;3041091559081;2021-06-14 07:05:37.835+00;R14 bebe sale BIO
1970-01-02;3041091440815;2021-06-19 06:05:12.625+00;R14 bebe sale BIO
1970-01-02;3041091441027;2021-06-19 06:05:29.411+00;R14 bebe sale BIO
2021-11-20;3560071283841;2021-06-19 06:06:38.71+00;R14 bebe sale BIO
2022-02-05;3560071284398;2021-06-19 06:08:08.988+00;R14 bebe sale BIO
2022-05-13;3560071284480;2021-06-19 06:09:01.835+00;R14 bebe sale BIO
2022-01-13;3560071285913;2021-06-19 06:09:49.47+00;R14 bebe sale BIO
2022-02-28;4062300381445;2021-06-28 12:58:30.092+00;R14 bebe sale BIO
2021-12-09;3560071284305;2021-06-29 10:54:16.41+00;R14 bebe sale BIO
2021-12-09;3560071284428;2021-06-29 10:54:43.28+00;R14 bebe sale BIO
2022-05-30;3770007731050;2021-07-17 08:51:38.958+00;R14 bebe sale BIO
2021-11-17;3251320080617;2021-10-21 11:27:50.669+00;oeuf
2021-12-25;4062300320253;2021-07-17 08:52:04.632+00;R14 bebe sale BIO
2022-06-08;3041091578020;2021-10-23 08:11:49.722+00;R14 bebe sale BIO
2022-05-31;3041091559012;2021-10-23 08:13:04.927+00;R14 bebe sale BIO
2021-11-02;3041091440389;2021-07-13 14:13:02.156+00;R14 bebe sale BIO
2022-01-06;3560071285944;2021-07-13 14:14:26.709+00;R14 bebe sale BIO
1970-01-02;4062300229174;2021-07-13 14:14:49.424+00;R14 bebe sale BIO
2021-11-30;7613036744607;2021-07-28 11:10:18.928+00;R14 bebe sale BIO
2022-05-28;3770007731074;2021-07-22 10:11:08.655+00;R14 bebe sale BIO
2022-01-26;3560071283933;2021-09-18 10:37:19.881+00;R14 bebe sale BIO
2022-04-23;3560071283995;2021-09-18 10:38:10.911+00;R14 bebe sale BIO
2022-05-20;3041091351784;2021-09-29 08:38:15.199+00;R14 bebe sale BIO
2022-03-31;7613036744119;2021-07-30 09:46:41.273+00;R14 bebe sale BIO
2022-01-31;7613037275049;2021-07-30 09:47:12.77+00;R14 bebe sale BIO
2022-02-05;4062300250840;2021-07-31 08:32:35.437+00;R14 bebe sale BIO
2021-11-24;3041091482686;2021-09-20 09:14:10.388+00;R14 bebe sale BIO
2021-12-10;4062300260023;2021-08-27 08:15:07.074+00;R14 bebe sale BIO
2021-10-30;4062300381414;2021-08-28 08:28:59.87+00;R14 bebe sale BIO
2022-02-28;7613038334264;2021-08-28 08:30:24.58+00;R14 bebe sale BIO
2022-01-07;4062300163751;2021-08-30 08:33:27+00;R14 bebe sale BIO
2022-03-18;4062300163904;2021-08-31 11:07:04.044+00;R14 bebe sale BIO
2021-09-04;3041091436054;2021-09-01 12:09:31.238+00;R14 bebe sale BIO
2022-01-28;4062300028494;2021-09-02 11:07:31.988+00;R14 bebe sale BIO
2021-10-05;3041091349477;2021-10-02 11:37:02.466+00;R14 bebe sale BIO
2022-04-12;3560071284213;2021-08-18 10:13:14.006+00;R14 bebe sale BIO
2022-03-18;3560071284459;2021-08-18 10:13:51.007+00;R14 bebe sale BIO
2022-02-05;4062300081758;2021-08-18 10:14:46.507+00;R14 bebe sale BIO
2021-10-28;3041091352002;2021-10-25 06:52:20.313+00;R14 bebe sale BIO
2022-01-07;3560071284275;2021-09-06 09:08:41.467+00;R14 bebe sale BIO
2022-05-30;3041091559364;2021-09-11 11:55:01.259+00;R14 bebe sale BIO
2022-02-28;4062300086593;2021-09-13 09:41:38.039+00;R14 bebe sale BIO
2022-01-19;4062300128415;2021-09-13 09:46:20.479+00;R14 bebe sale BIO
2022-02-03;4062300028692;2021-09-15 09:45:05.654+00;R14 bebe sale BIO
1970-01-03;7613038334325;2021-10-26 11:38:47.841+00;R14 bebe sale BIO
2022-05-24;3560071213558;2021-09-25 10:43:15.045+00;R14 bebe sale BIO
2022-06-30;3560071283902;2021-09-25 10:44:08.799+00;R14 bebe sale BIO
2022-03-30;7613036744546;2021-09-27 11:22:34.393+00;R14 bebe sale BIO
2022-03-31;7613038334516;2021-09-27 11:25:00.391+00;R14 bebe sale BIO
2022-01-31;7613036149280;2021-09-27 11:27:42.283+00;R14 bebe sale BIO
2021-12-31;7613036631334;2021-09-27 11:28:35.523+00;R14 bebe sale BIO
2022-01-28;3041091482716;2021-09-27 11:31:33.268+00;R14 bebe sale BIO
2021-12-08;3041091435781;2021-09-27 11:32:22.469+00;R14 bebe sale BIO
2021-12-09;3760269310568;2021-10-18 14:35:35.757+00;R14 bebe sale BIO
2022-02-17;3560071283964;2021-10-20 07:45:51.918+00;R14 bebe sale BIO
1970-01-02;3608580947325;2020-10-05 12:11:18.699+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-27;3329770061170;2020-11-04 17:24:38.302+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-26;3033491314131;2021-01-02 15:50:43.672+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-29;3033491428715;2020-09-26 12:14:32+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-11-06;3329770055605;2021-03-03 10:23:03.886+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;5038862239226;2021-04-07 13:41:49+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3033490595401;2021-04-07 13:42:25+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-11-08;3329770056060;2021-05-26 17:55:17.066+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3329770063044;2021-04-20 14:55:33.114+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3329770062436;2021-06-02 12:38:12.388+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-03-14;3329770061187;2020-03-10 13:29:38.204+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-06-13;3329770063075;2020-07-18 09:01:09.292+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-05-26;3329770060951;2020-08-11 10:00:17.446+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3329770061200;2020-08-17 10:22:41.441+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-04-12;5411188128045;2020-08-26 16:03:07.748+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-30;3329770063259;2020-09-28 14:48:34.352+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-06-02;3661344273245;2020-09-28 14:49:29.07+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-06-11;3608580954149;2020-06-27 10:14:43.587+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-07-25;5711953067747;2020-07-06 09:42:45.097+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-05-03;5411188128021;2020-08-26 16:03:24.597+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-08;3608580959380;2020-09-05 07:43:10+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3560070354283;2020-09-05 07:44:33+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-08;3560071092221;2020-09-05 07:47:03+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3608580947349;2020-09-19 12:04:36.077+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3760122960442;2020-09-19 12:07:18.896+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;5711953077951;2020-09-19 12:07:42.54+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3329770041219;2020-09-21 14:01:10.382+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3033491358197;2020-09-23 14:01:21.395+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-10;3560071003746;2020-09-28 14:46:14.336+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-30;3428274170019;2020-09-28 14:50:07.02+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-30;3033491279768;2020-09-28 14:51:22.452+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-06-24;3560071098629;2020-09-28 14:52:19.708+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-06-02;3661344604889;2020-09-28 14:52:34.076+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-09-26;3329770063242;2021-01-02 15:53:28.588+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-11-29;3033491279751;2021-01-06 16:24:45.307+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-11-04;3329770056046;2021-02-11 09:24:48.05+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-01-15;3560071018627;2021-02-24 11:53:56.366+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;5038862134880;2021-04-07 13:42:04+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-07;3560070777822;2021-10-22 10:38:10.81+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-10;3033490143589;2021-10-22 10:38:24.725+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-02;3033491279881;2021-10-22 10:38:42.625+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-03;3329770063280;2021-10-22 10:38:58.66+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-31;5711953007828;2021-10-22 10:39:12.528+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-03;3560070498321;2021-10-22 10:37:49.703+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-11-16;3329770057005;2021-06-03 10:41:49.497+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3560071182113;2021-06-03 10:45:22.954+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-01;8000500309469;2021-09-29 10:05:53.847+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-09-27;3760122960848;2021-10-13 10:13:32.763+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-08;3560070354450;2021-10-13 10:11:58.695+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-10;3033491233692;2021-10-13 10:12:24.198+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3033491227097;2021-10-13 10:12:32.426+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3560070726653;2021-10-13 10:12:37.923+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-17;3329770063211;2021-10-13 10:12:56.827+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-31;3329770063297;2021-10-13 10:13:10.576+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-06-04;3023290007310;2021-07-30 13:32:32.243+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-22;3560071248642;2021-10-12 18:32:39.674+00;bio expérience
2021-11-19;3576569100194;2021-10-12 18:33:58.835+00;bio expérience
2021-10-27;3033491225260;2021-10-23 11:19:53.015+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-11;3033491208195;2021-10-23 11:20:17.823+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-29;8000500290804;2021-10-23 11:20:34.258+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-28;3560070354627;2021-10-23 11:21:24.757+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3560071221003;2021-10-23 11:21:36.59+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-07;3033491279300;2021-10-23 11:23:22.078+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-05;3033491432774;2021-10-23 11:23:40.406+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-11;3033491225307;2021-10-23 11:23:56.02+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-28;3023290051726;2021-10-23 11:24:17.477+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-28;5038862326100;2021-10-23 11:24:46.176+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3560071015411;2021-10-12 15:42:05.124+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-16;3329770063310;2021-10-12 15:47:17.785+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3560070884728;2021-10-12 15:49:07.788+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3329770062375;2021-10-12 15:50:02.751+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-08;3329770071421;2021-10-12 15:50:28.473+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-04;3329770058903;2021-10-14 15:39:38.702+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-09-26;3560070931521;2021-10-15 11:01:34.921+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-09;3033491012020;2021-10-15 11:01:55.693+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-09;3560070354405;2021-10-15 11:02:13.639+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-04;3033491225277;2021-10-15 11:02:28.466+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-10;3560070906369;2021-10-15 11:02:55.249+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-11;3329770075313;2021-10-15 11:03:15.075+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-31;3329770063273;2021-10-15 11:03:47.933+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-12;3023290400333;2021-10-25 12:38:25.793+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3560071220990;2021-10-25 12:38:42.404+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-12;3329770052444;2021-10-25 12:38:56.388+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-20;3329770048706;2021-10-25 12:39:12.218+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-04;3033491279898;2021-10-25 12:39:34.22+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-29;3033491279782;2021-10-25 12:40:07.047+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-12;3245414640412;2021-10-25 12:40:33.524+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-17;3270190023142;2021-10-25 12:40:49.327+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-12-26;5760466995931;2021-10-25 12:42:05.889+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-13;3560070807963;2021-10-25 12:53:01.492+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-20;0000080457565;2021-09-06 11:22:35.637+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-07;8000500290767;2021-10-04 10:29:57.232+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-11;3033491225253;2021-10-04 10:30:21.801+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-31;3033491279720;2021-10-05 15:36:53.615+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-01;3245414640320;2021-10-26 12:52:48.219+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-30;3245413693365;2021-10-26 12:53:02.201+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3329770063181;2021-10-26 12:53:40.64+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3329770063228;2021-10-26 12:53:49.529+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-15;3329770063204;2021-10-26 12:54:06.22+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-12;3560070833443;2021-10-16 15:36:16.287+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-21;3033491279737;2021-10-16 15:36:31.855+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2022-01-26;9120025839957;2021-10-16 15:36:46.118+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-21;3329770063136;2021-10-16 15:38:41.986+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3023290037928;2021-10-18 11:10:13.457+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3033491279775;2021-10-18 11:10:18.357+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-05;3560071004675;2021-10-18 11:10:48.253+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;5038862356107;2021-10-18 11:10:58.793+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3560070807994;2021-10-18 11:11:41.344+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-05;3329770063334;2021-10-18 11:11:55.514+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3661344011175;2021-10-18 11:12:41.559+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-09-02;3329770071605;2021-10-07 10:59:18.458+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-13;3329770063020;2021-10-19 17:14:11.639+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-04;3278692111169;2021-10-07 10:55:42.853+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-03;3033491279713;2021-10-07 10:56:48.42+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-11;3033491432743;2021-10-07 10:57:19.075+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-11;3023290021064;2021-10-07 10:57:35.819+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-02;3033491225284;2021-10-07 10:58:17.646+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-11;3033491383762;2021-10-07 10:58:21.922+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3560070809653;2021-10-07 10:58:46.709+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-01;3033491225291;2021-10-07 10:59:04.529+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-12-01;5711953026027;2021-10-08 17:36:32.437+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-27;5760466995894;2021-10-08 17:36:56.479+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-01;3033491267642;2021-10-08 17:38:31.13+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-12;3329770071391;2021-10-08 17:39:12.756+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-13;3033491011993;2021-10-09 16:00:59.186+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-13;3329770058897;2021-10-09 16:01:36.142+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-01;3329770075405;2021-10-09 16:02:06.293+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-03;3329770075351;2021-10-09 16:02:36.358+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-13;3560070372560;2021-10-09 16:03:05.761+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-14;3278693504076;2021-10-09 16:04:13.875+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-04;3560070354597;2021-10-09 16:04:49.381+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-03;3329770056039;2021-10-09 16:05:24.295+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-01;3329770075399;2021-10-09 16:05:36.824+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3033491314209;2021-10-09 16:05:48.01+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-02;3560071182106;2021-10-09 16:06:18.191+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3033491012006;2021-10-11 19:44:50.447+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-07-07;3033491432750;2021-10-11 19:45:00.145+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3270190023128;2021-10-11 19:45:11.686+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-09-05;3560071221010;2021-10-11 19:45:25.54+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-11;3560070133055;2021-10-20 14:03:21.048+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-24;3560070886838;2021-10-20 14:03:42.482+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-10;3033491225222;2021-10-20 14:04:06.771+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-14;3560071221522;2021-10-20 14:04:26.25+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-10;3329770071155;2021-10-20 14:05:02.291+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
1970-01-03;3329770061149;2021-10-20 14:05:40.364+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-03;3270190024446;2021-10-20 14:06:01.831+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-18;3270190023135;2021-10-20 14:06:18.235+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-06;3329770063174;2021-10-20 14:06:36.265+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-11-04;3329770063143;2021-10-20 14:07:03.82+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-31;3023290021095;2021-10-21 11:04:52.528+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-31;3033491279294;2021-10-21 11:05:04.989+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2021-10-31;3661344382930;2021-10-21 11:05:21.507+00;36.1 Dessert enfant, yaourt à boire, crème dessert et 1/2 liégeois
2020-10-06;3276170010805;2020-10-02 09:46:06+00;Tartinable, Truite & Saumon fumé
2020-10-14;3700966556142;2020-10-10 09:56:08.393+00;Tartinable, Truite & Saumon fumé
2020-10-17;3560071086268;2020-10-21 08:26:19.69+00;Tartinable, Truite & Saumon fumé
2020-10-22;3073781134438;2020-11-02 13:05:29.724+00;Tartinable, Truite & Saumon fumé
2020-11-17;3302748259021;2020-11-14 13:20:12.096+00;Tartinable, Truite & Saumon fumé
2020-11-19;3276170012113;2020-11-14 13:20:24.998+00;Tartinable, Truite & Saumon fumé
2020-11-18;3302746459027;2020-11-14 13:23:09.819+00;Tartinable, Truite & Saumon fumé
2020-11-18;3276170016333;2020-11-14 13:26:51.594+00;Tartinable, Truite & Saumon fumé
2020-11-27;3302748260027;2020-11-23 14:07:50.503+00;Tartinable, Truite & Saumon fumé
2020-12-16;3292070004416;2020-12-19 18:02:56.689+00;Tartinable, Truite & Saumon fumé
2020-12-29;3033610088493;2020-12-26 16:07:03.072+00;Tartinable, Truite & Saumon fumé
2021-01-06;3292070006045;2021-01-04 13:57:37.553+00;Tartinable, Truite & Saumon fumé
2020-12-31;3412290017809;2021-01-04 13:57:56.55+00;Tartinable, Truite & Saumon fumé
2021-01-12;3073781142501;2021-01-08 13:20:39.547+00;Tartinable, Truite & Saumon fumé
2021-01-15;3073781134292;2021-01-12 10:02:30.019+00;Tartinable, Truite & Saumon fumé
2021-01-16;3270190026761;2021-01-12 10:04:46.16+00;Tartinable, Truite & Saumon fumé
2021-01-01;3353820013321;2021-01-15 16:50:42.024+00;Tartinable, Truite & Saumon fumé
2020-12-25;3353820013291;2021-01-15 16:50:45.499+00;Tartinable, Truite & Saumon fumé
2021-12-01;3560070876501;2021-01-26 10:34:43.478+00;Tartinable, Truite & Saumon fumé
2021-01-08;3073781134353;2021-02-06 12:59:56.548+00;Tartinable, Truite & Saumon fumé
2021-01-06;3073781134315;2021-02-06 13:00:00.737+00;Tartinable, Truite & Saumon fumé
2021-02-17;3276170016340;2021-02-13 14:30:17.538+00;Tartinable, Truite & Saumon fumé
2021-02-17;3302740776106;2021-02-13 14:30:22.402+00;Tartinable, Truite & Saumon fumé
